# ----------------------------------------
# 1 Master View
# Огляд аудиторії
# 20190301-20190430
# ----------------------------------------

Індекс години,Діапазон дат,Сегмент,Сер. тривалість сеансу
000104,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:36
000105,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:39
000105,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:16
000105,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:40
000106,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:26
000106,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:19
000106,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:26
000107,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:42
000107,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:43
000107,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:05
000108,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:58
000108,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:31
000108,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:45
000109,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:01
000109,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:58
000109,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:03
000110,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:12
000110,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:30
000110,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:18
000111,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:05
000111,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:28
000111,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:45
000112,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:19
000112,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:30
000112,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:59
000113,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:18
000113,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:11
000113,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:47
000114,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:25
000114,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:20
000114,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:13
000115,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:53
000115,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:30
000115,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:39
000116,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:23
000116,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:05
000116,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:23
000117,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:54
000117,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:24
000117,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:03
000118,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:31
000118,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:41
000118,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:32
000119,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:41
000119,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:08
000119,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:10
000120,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:38
000120,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:16
000120,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:11
000121,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:53
000121,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:56
000121,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:14
000122,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:35
000122,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:12
000122,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:02
000123,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:49
000123,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:17
000123,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:22
000124,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:27
000124,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:30
000124,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:38
000125,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:38
000125,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:43
000125,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:05
000126,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:10
000126,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:04
000126,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:25
000127,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:32
000127,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:36
000127,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:34
000128,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:32
000128,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:37
000128,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:24
000129,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:29
000129,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:47
000129,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:09
000130,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:54
000130,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:04
000130,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:01
000131,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:47
000131,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:32
000131,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:06
000132,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:01
000132,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:25
000132,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:10
000133,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:32
000133,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:06:52
000133,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:13
000134,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:22
000134,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:14
000134,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:16
000135,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:04
000135,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:35
000135,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:10
000136,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:17
000136,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:07
000136,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:03
000137,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:23
000137,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:48
000137,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:32
000138,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:13
000138,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:34
000138,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:36
000139,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:30
000139,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:06:25
000139,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:05
000140,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:29
000140,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:53
000140,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:20
000141,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:17
000141,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:04
000141,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:54
000142,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:36
000142,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:51
000142,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:42
000143,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:59
000143,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:09
000143,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:27
000144,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:42
000144,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:52
000144,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:11
000145,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:48
000145,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:31
000145,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:30
000146,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:52
000146,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:15
000146,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:06
000147,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:06
000147,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:33
000147,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:28
